unique_user,transaction_timestamp,category,state,is_fraud,prev_timestamp,difference
Daniel Briggs Moriarty,2020-06-08 22:32:09,kids_pets,NM,0,2020-06-08 22:30:50,0 days 00:01:19
Daniel Cain Belmond,2019-03-24 08:41:12,shopping_pos,IA,0,2019-03-24 08:40:42,0 days 00:00:30
Daniel Cain Belmond,2019-08-19 08:19:49,entertainment,IA,0,2019-08-19 08:19:37,0 days 00:00:12
Daniel Cain Belmond,2019-09-07 19:49:25,home,IA,0,2019-09-07 19:48:55,0 days 00:00:30
Daniel Cain Belmond,2019-11-18 08:05:21,grocery_pos,IA,0,2019-11-18 08:04:00,0 days 00:01:21
Daniel Cain Belmond,2019-11-25 04:19:34,gas_transport,IA,0,2019-11-25 04:18:56,0 days 00:00:38
Daniel Cain Belmond,2020-01-04 03:26:00,shopping_pos,IA,0,2020-01-04 03:25:41,0 days 00:00:19
Daniel Escobar Romulus,2019-02-08 21:24:48,kids_pets,MI,0,2019-02-08 21:23:52,0 days 00:00:56
Daniel Escobar Romulus,2019-03-14 15:12:58,personal_care,MI,0,2019-03-14 15:12:31,0 days 00:00:27
Daniel Escobar Romulus,2019-05-11 19:31:02,food_dining,MI,0,2019-05-11 19:30:42,0 days 00:00:20
Daniel Escobar Romulus,2019-06-16 23:58:35,health_fitness,MI,0,2019-06-16 23:58:35,0 days 00:00:00
Daniel Escobar Romulus,2019-06-30 19:16:12,travel,MI,0,2019-06-30 19:15:14,0 days 00:00:58
Daniel Escobar Romulus,2019-08-09 19:05:05,entertainment,MI,0,2019-08-09 19:04:56,0 days 00:00:09
Daniel Escobar Romulus,2019-08-12 16:13:46,personal_care,MI,0,2019-08-12 16:13:29,0 days 00:00:17
Daniel Escobar Romulus,2019-12-02 21:04:04,health_fitness,MI,0,2019-12-02 21:03:09,0 days 00:00:55
Daniel Escobar Romulus,2019-12-04 21:31:10,home,MI,0,2019-12-04 21:29:23,0 days 00:01:47
Daniel Escobar Romulus,2019-12-23 12:14:22,misc_pos,MI,0,2019-12-23 12:13:07,0 days 00:01:15
Daniel Escobar Romulus,2019-12-30 18:11:53,food_dining,MI,0,2019-12-30 18:10:35,0 days 00:01:18
Daniel Escobar Romulus,2020-01-04 19:53:40,home,MI,0,2020-01-04 19:52:03,0 days 00:01:37
Daniel Escobar Romulus,2020-04-14 19:18:11,misc_pos,MI,0,2020-04-14 19:17:50,0 days 00:00:21
Daniel Escobar Romulus,2020-06-01 12:37:56,health_fitness,MI,0,2020-06-01 12:37:29,0 days 00:00:27
Daniel Graham Arvada,2019-01-01 13:27:53,personal_care,CO,0,2019-01-01 13:26:02,0 days 00:01:51
Daniel Jones Huntsville,2019-12-15 15:52:44,home,AL,0,2019-12-15 15:50:57,0 days 00:01:47
Daniel Jones Huntsville,2020-01-04 11:12:00,gas_transport,AL,0,2020-01-04 11:10:54,0 days 00:01:06
Daniel Jones Huntsville,2020-04-09 00:27:57,gas_transport,AL,0,2020-04-09 00:26:06,0 days 00:01:51
Daniel Martinez Kent,2019-09-13 23:38:27,travel,OR,1,2019-09-13 23:37:27,0 days 00:01:00
Daniel Melton Marion,2020-04-05 11:38:35,gas_transport,CT,0,2020-04-05 11:37:40,0 days 00:00:55
Daniel Melton Marion,2020-04-20 04:06:07,shopping_pos,CT,0,2020-04-20 04:05:43,0 days 00:00:24
Daniel Owens Howells,2019-01-21 23:41:50,kids_pets,NE,0,2019-01-21 23:40:32,0 days 00:01:18
Daniel Owens Howells,2019-10-06 18:19:37,home,NE,0,2019-10-06 18:19:20,0 days 00:00:17
Daniel Owens Howells,2019-10-06 18:21:02,health_fitness,NE,0,2019-10-06 18:19:37,0 days 00:01:25
Daniel Owens Howells,2019-12-02 15:01:04,food_dining,NE,0,2019-12-02 15:00:55,0 days 00:00:09
Daniel Owens Howells,2019-12-04 03:52:24,misc_pos,NE,0,2019-12-04 03:51:28,0 days 00:00:56
Daniel Owens Howells,2020-02-03 06:11:37,gas_transport,NE,0,2020-02-03 06:11:18,0 days 00:00:19
Daniel Owens Howells,2020-05-25 21:38:34,home,NE,0,2020-05-25 21:37:28,0 days 00:01:06
Daniel Owens Howells,2020-06-09 15:19:34,home,NE,0,2020-06-09 15:19:30,0 days 00:00:04
Danielle Allen Loving,2019-06-30 06:11:50,grocery_pos,NM,0,2019-06-30 06:11:05,0 days 00:00:45
Danielle Evans Breesport,2019-04-16 19:25:22,travel,NY,0,2019-04-16 19:25:15,0 days 00:00:07
Danielle Evans Breesport,2019-08-15 20:04:48,entertainment,NY,0,2019-08-15 20:04:32,0 days 00:00:16
Danielle Evans Breesport,2019-11-30 23:56:05,shopping_pos,NY,0,2019-11-30 23:54:08,0 days 00:01:57
Danielle Evans Breesport,2019-12-15 23:05:29,shopping_pos,NY,0,2019-12-15 23:04:13,0 days 00:01:16
Danielle Evans Breesport,2019-12-31 23:43:19,home,NY,0,2019-12-31 23:42:45,0 days 00:00:34
Danielle Evans Breesport,2020-06-15 16:13:59,entertainment,NY,0,2020-06-15 16:12:26,0 days 00:01:33
Danielle Hayden Gregory,2019-07-02 15:38:48,personal_care,AR,0,2019-07-02 15:38:44,0 days 00:00:04
Danielle Hayden Gregory,2019-12-31 12:25:20,home,AR,0,2019-12-31 12:24:19,0 days 00:01:01
Danielle Hayden Gregory,2020-03-23 11:48:28,misc_pos,AR,0,2020-03-23 11:47:33,0 days 00:00:55
Danielle Hayden Gregory,2020-04-06 12:18:58,kids_pets,AR,0,2020-04-06 12:17:21,0 days 00:01:37
Danielle Walker Powell Butte,2019-07-07 18:06:54,kids_pets,OR,0,2019-07-07 18:05:20,0 days 00:01:34
Danielle Yu Thrall,2019-01-15 17:26:58,personal_care,TX,0,2019-01-15 17:26:34,0 days 00:00:24
Danielle Yu Thrall,2019-05-06 19:03:18,kids_pets,TX,0,2019-05-06 19:02:31,0 days 00:00:47
Danielle Yu Thrall,2019-05-10 13:14:38,health_fitness,TX,0,2019-05-10 13:12:55,0 days 00:01:43
Danielle Yu Thrall,2019-05-11 07:17:20,gas_transport,TX,0,2019-05-11 07:16:22,0 days 00:00:58
Danielle Yu Thrall,2019-05-15 21:24:07,travel,TX,0,2019-05-15 21:23:49,0 days 00:00:18
Danielle Yu Thrall,2019-05-28 22:17:33,kids_pets,TX,0,2019-05-28 22:15:53,0 days 00:01:40
Danielle Yu Thrall,2019-06-22 16:37:10,personal_care,TX,0,2019-06-22 16:36:33,0 days 00:00:37
Danielle Yu Thrall,2019-07-05 17:21:21,misc_pos,TX,0,2019-07-05 17:20:07,0 days 00:01:14
Danielle Yu Thrall,2019-07-15 13:59:02,travel,TX,0,2019-07-15 13:58:59,0 days 00:00:03
Danielle Yu Thrall,2019-07-15 19:59:26,travel,TX,0,2019-07-15 19:58:00,0 days 00:01:26
Danielle Yu Thrall,2019-09-01 04:13:41,gas_transport,TX,0,2019-09-01 04:12:17,0 days 00:01:24
Danielle Yu Thrall,2019-09-12 13:02:21,home,TX,0,2019-09-12 13:00:42,0 days 00:01:39
Danielle Yu Thrall,2019-09-24 07:04:11,gas_transport,TX,0,2019-09-24 07:02:16,0 days 00:01:55
Danielle Yu Thrall,2019-11-03 23:00:52,health_fitness,TX,0,2019-11-03 23:00:31,0 days 00:00:21
Danielle Yu Thrall,2019-11-09 17:28:27,personal_care,TX,0,2019-11-09 17:27:28,0 days 00:00:59
Danielle Yu Thrall,2019-11-10 16:39:20,entertainment,TX,0,2019-11-10 16:37:26,0 days 00:01:54
Danielle Yu Thrall,2019-11-17 06:55:54,gas_transport,TX,0,2019-11-17 06:55:01,0 days 00:00:53
Danielle Yu Thrall,2019-11-21 17:36:57,entertainment,TX,0,2019-11-21 17:36:24,0 days 00:00:33
Danielle Yu Thrall,2019-12-01 19:24:38,misc_pos,TX,0,2019-12-01 19:23:32,0 days 00:01:06
Danielle Yu Thrall,2019-12-03 19:03:58,home,TX,0,2019-12-03 19:02:31,0 days 00:01:27
Danielle Yu Thrall,2019-12-16 20:37:11,personal_care,TX,0,2019-12-16 20:35:37,0 days 00:01:34
Danielle Yu Thrall,2019-12-30 03:34:28,gas_transport,TX,0,2019-12-30 03:33:14,0 days 00:01:14
Danielle Yu Thrall,2019-12-30 19:08:48,misc_pos,TX,0,2019-12-30 19:08:42,0 days 00:00:06
Danielle Yu Thrall,2020-01-06 21:09:36,misc_pos,TX,0,2020-01-06 21:08:12,0 days 00:01:24
Danielle Yu Thrall,2020-02-12 01:19:40,grocery_pos,TX,0,2020-02-12 01:18:34,0 days 00:01:06
Danielle Yu Thrall,2020-03-27 20:15:02,home,TX,0,2020-03-27 20:14:15,0 days 00:00:47
Danielle Yu Thrall,2020-04-19 22:50:00,home,TX,0,2020-04-19 22:48:45,0 days 00:01:15
Danielle Yu Thrall,2020-05-09 13:20:38,kids_pets,TX,0,2020-05-09 13:18:54,0 days 00:01:44
Danielle Yu Thrall,2020-05-11 16:11:10,food_dining,TX,0,2020-05-11 16:11:00,0 days 00:00:10
Danielle Yu Thrall,2020-05-14 15:49:59,shopping_pos,TX,0,2020-05-14 15:49:10,0 days 00:00:49
Danielle Yu Thrall,2020-05-16 17:42:05,personal_care,TX,0,2020-05-16 17:41:41,0 days 00:00:24
Danielle Yu Thrall,2020-06-05 23:57:24,shopping_pos,TX,0,2020-06-05 23:57:09,0 days 00:00:15
David Bonilla West Green,2019-02-02 14:29:29,health_fitness,GA,0,2019-02-02 14:28:55,0 days 00:00:34
David Bonilla West Green,2019-11-16 20:24:51,entertainment,GA,0,2019-11-16 20:24:36,0 days 00:00:15
David Cole Springfield,2019-09-16 01:16:55,gas_transport,GA,0,2019-09-16 01:15:14,0 days 00:01:41
David Cole Springfield,2020-06-10 02:15:03,entertainment,GA,0,2020-06-10 02:13:12,0 days 00:01:51
David Erickson East Rochester,2020-02-07 12:49:45,kids_pets,NY,0,2020-02-07 12:48:59,0 days 00:00:46
David Everett Morrisdale,2019-02-20 19:26:52,misc_pos,PA,0,2019-02-20 19:26:15,0 days 00:00:37
David Everett Morrisdale,2019-03-02 17:15:36,misc_pos,PA,0,2019-03-02 17:15:11,0 days 00:00:25
David Everett Morrisdale,2019-03-05 08:52:25,grocery_pos,PA,0,2019-03-05 08:51:28,0 days 00:00:57
David Everett Morrisdale,2019-03-26 20:19:41,travel,PA,0,2019-03-26 20:18:21,0 days 00:01:20
David Everett Morrisdale,2019-05-26 19:10:47,home,PA,0,2019-05-26 19:10:10,0 days 00:00:37
David Everett Morrisdale,2019-06-28 21:57:22,shopping_pos,PA,0,2019-06-28 21:57:02,0 days 00:00:20
David Everett Morrisdale,2019-07-03 21:52:18,entertainment,PA,0,2019-07-03 21:50:44,0 days 00:01:34
David Everett Morrisdale,2019-09-03 04:44:44,grocery_pos,PA,0,2019-09-03 04:43:35,0 days 00:01:09
David Everett Morrisdale,2019-10-13 22:39:52,misc_pos,PA,0,2019-10-13 22:38:02,0 days 00:01:50
David Everett Morrisdale,2019-11-08 18:33:21,entertainment,PA,0,2019-11-08 18:31:33,0 days 00:01:48
David Everett Morrisdale,2019-11-24 03:40:21,gas_transport,PA,0,2019-11-24 03:39:49,0 days 00:00:32
David Everett Morrisdale,2019-12-12 21:38:36,home,PA,0,2019-12-12 21:37:57,0 days 00:00:39
David Everett Morrisdale,2020-02-02 15:01:57,home,PA,0,2020-02-02 15:01:15,0 days 00:00:42
David Everett Morrisdale,2020-03-14 18:07:30,misc_pos,PA,0,2020-03-14 18:06:20,0 days 00:01:10
David Everett Morrisdale,2020-03-18 18:25:16,home,PA,0,2020-03-18 18:25:09,0 days 00:00:07
David Everett Morrisdale,2020-05-09 21:53:41,shopping_pos,PA,0,2020-05-09 21:52:08,0 days 00:01:33
David Everett Morrisdale,2020-05-29 19:13:23,health_fitness,PA,0,2020-05-29 19:11:30,0 days 00:01:53
David Kirby Lolita,2019-04-28 22:49:37,personal_care,TX,0,2019-04-28 22:48:08,0 days 00:01:29
David Kirby Lolita,2019-07-27 20:25:10,personal_care,TX,0,2019-07-27 20:23:41,0 days 00:01:29
David Kirby Lolita,2019-09-02 04:33:26,misc_pos,TX,0,2019-09-02 04:32:53,0 days 00:00:33
David Kirby Lolita,2020-02-20 18:53:01,personal_care,TX,0,2020-02-20 18:52:17,0 days 00:00:44
David Lewis Arlington,2019-06-23 12:20:26,personal_care,VA,0,2019-06-23 12:18:58,0 days 00:01:28
David Lewis Arlington,2019-10-21 17:21:42,kids_pets,VA,0,2019-10-21 17:20:58,0 days 00:00:44
David Lewis Arlington,2019-12-19 12:36:07,home,VA,0,2019-12-19 12:35:43,0 days 00:00:24
David Lewis Arlington,2020-03-02 17:40:09,entertainment,VA,0,2020-03-02 17:39:14,0 days 00:00:55
David Lewis Arlington,2020-04-07 22:52:49,health_fitness,VA,0,2020-04-07 22:51:42,0 days 00:01:07
David Miller Hancock,2019-03-22 14:20:27,entertainment,MD,0,2019-03-22 14:20:15,0 days 00:00:12
David Miller Hancock,2019-04-07 21:41:04,entertainment,MD,0,2019-04-07 21:40:33,0 days 00:00:31
David Miller Hancock,2019-04-23 13:07:20,kids_pets,MD,0,2019-04-23 13:06:26,0 days 00:00:54
David Miller Hancock,2019-06-02 14:21:17,home,MD,0,2019-06-02 14:20:39,0 days 00:00:38
David Miller Hancock,2019-06-09 22:29:44,misc_pos,MD,0,2019-06-09 22:29:17,0 days 00:00:27
David Miller Hancock,2019-06-13 18:29:50,entertainment,MD,0,2019-06-13 18:29:05,0 days 00:00:45
David Miller Hancock,2019-07-16 19:34:09,kids_pets,MD,0,2019-07-16 19:34:05,0 days 00:00:04
David Miller Hancock,2019-07-23 12:11:44,kids_pets,MD,0,2019-07-23 12:10:56,0 days 00:00:48
David Miller Hancock,2019-07-24 13:33:08,travel,MD,0,2019-07-24 13:32:14,0 days 00:00:54
David Miller Hancock,2019-08-03 21:30:40,home,MD,0,2019-08-03 21:28:42,0 days 00:01:58
David Miller Hancock,2019-11-18 11:34:33,grocery_pos,MD,0,2019-11-18 11:34:15,0 days 00:00:18
David Miller Hancock,2019-11-24 19:47:36,shopping_pos,MD,0,2019-11-24 19:46:09,0 days 00:01:27
David Miller Hancock,2019-12-07 19:29:41,entertainment,MD,0,2019-12-07 19:28:53,0 days 00:00:48
David Miller Hancock,2020-03-09 13:06:41,home,MD,0,2020-03-09 13:05:31,0 days 00:01:10
David Miller Hancock,2020-04-28 14:59:35,personal_care,MD,0,2020-04-28 14:58:11,0 days 00:01:24
David Nichols Palmdale,2020-05-09 04:19:14,food_dining,CA,0,2020-05-09 04:17:48,0 days 00:01:26
David Rodriguez Muskegon,2019-02-11 20:06:12,travel,MI,0,2019-02-11 20:06:07,0 days 00:00:05
David Rodriguez Muskegon,2019-04-27 15:09:05,misc_pos,MI,0,2019-04-27 15:07:33,0 days 00:01:32
David Rodriguez Muskegon,2019-06-10 12:44:36,shopping_pos,MI,0,2019-06-10 12:43:55,0 days 00:00:41
David Rodriguez Muskegon,2019-06-16 04:14:00,gas_transport,MI,0,2019-06-16 04:12:51,0 days 00:01:09
David Rodriguez Muskegon,2019-07-31 12:49:58,home,MI,0,2019-07-31 12:49:41,0 days 00:00:17
David Rodriguez Muskegon,2019-08-19 20:40:13,misc_pos,MI,0,2019-08-19 20:38:39,0 days 00:01:34
David Rodriguez Muskegon,2019-10-01 17:05:58,health_fitness,MI,0,2019-10-01 17:04:21,0 days 00:01:37
David Rodriguez Muskegon,2019-11-07 18:45:49,shopping_pos,MI,0,2019-11-07 18:44:50,0 days 00:00:59
David Rodriguez Muskegon,2019-11-30 16:18:31,health_fitness,MI,0,2019-11-30 16:17:15,0 days 00:01:16
David Rodriguez Muskegon,2020-03-16 20:32:39,home,MI,0,2020-03-16 20:30:41,0 days 00:01:58
David Rodriguez Muskegon,2020-05-10 15:12:37,entertainment,MI,0,2020-05-10 15:12:11,0 days 00:00:26
David Rodriguez Muskegon,2020-05-25 17:05:35,entertainment,MI,0,2020-05-25 17:04:06,0 days 00:01:29
David Rodriguez Muskegon,2020-06-09 18:55:17,misc_pos,MI,0,2020-06-09 18:54:28,0 days 00:00:49
David Rodriguez Muskegon,2020-06-12 13:58:25,kids_pets,MI,0,2020-06-12 13:57:05,0 days 00:01:20
David Rodriguez Muskegon,2020-06-14 16:02:27,kids_pets,MI,0,2020-06-14 16:00:35,0 days 00:01:52
David Serrano Zaleski,2019-02-21 20:36:34,food_dining,OH,0,2019-02-21 20:36:27,0 days 00:00:07
David Serrano Zaleski,2019-03-11 08:35:17,grocery_pos,OH,0,2019-03-11 08:35:16,0 days 00:00:01
David Serrano Zaleski,2019-05-13 20:36:05,entertainment,OH,0,2019-05-13 20:34:26,0 days 00:01:39
David Serrano Zaleski,2019-07-07 22:12:38,entertainment,OH,0,2019-07-07 22:10:57,0 days 00:01:41
David Serrano Zaleski,2019-09-07 21:04:34,kids_pets,OH,0,2019-09-07 21:02:45,0 days 00:01:49
David Serrano Zaleski,2019-09-28 22:19:04,travel,OH,0,2019-09-28 22:17:48,0 days 00:01:16
David Serrano Zaleski,2020-05-11 00:43:46,shopping_pos,OH,0,2020-05-11 00:43:30,0 days 00:00:16
David Serrano Zaleski,2020-05-29 20:27:10,entertainment,OH,0,2020-05-29 20:27:01,0 days 00:00:09
David Thomas Webster City,2020-03-26 08:31:37,gas_transport,IA,0,2020-03-26 08:31:21,0 days 00:00:16
David Vasquez Parker Dam,2019-01-27 23:12:15,shopping_pos,CA,1,2019-01-27 23:11:44,0 days 00:00:31
David Vasquez Parker Dam,2019-05-26 22:29:06,entertainment,CA,0,2019-05-26 22:28:34,0 days 00:00:32
David White Jackson,2019-10-28 19:15:14,personal_care,MS,0,2019-10-28 19:15:12,0 days 00:00:02
David Wolfe Southfield,2019-01-07 19:26:25,personal_care,MI,0,2019-01-07 19:24:43,0 days 00:01:42
David Wolfe Southfield,2019-05-31 11:33:19,grocery_pos,MI,0,2019-05-31 11:31:22,0 days 00:01:57
David Wolfe Southfield,2019-05-31 12:48:25,shopping_pos,MI,0,2019-05-31 12:47:53,0 days 00:00:32
David Wolfe Southfield,2019-06-30 16:43:54,health_fitness,MI,0,2019-06-30 16:42:21,0 days 00:01:33
David Wolfe Southfield,2019-08-04 13:36:37,home,MI,0,2019-08-04 13:35:15,0 days 00:01:22
David Wolfe Southfield,2019-10-13 19:41:42,shopping_pos,MI,0,2019-10-13 19:40:48,0 days 00:00:54
David Wolfe Southfield,2019-12-02 15:49:25,personal_care,MI,0,2019-12-02 15:48:25,0 days 00:01:00
David Wolfe Southfield,2020-02-09 16:25:20,kids_pets,MI,0,2020-02-09 16:24:49,0 days 00:00:31
David Wolfe Southfield,2020-04-18 22:41:00,personal_care,MI,0,2020-04-18 22:39:59,0 days 00:01:01
Dawn Gray Topeka,2019-01-14 16:27:37,entertainment,KS,0,2019-01-14 16:26:42,0 days 00:00:55
Dawn Gray Topeka,2019-02-25 20:40:32,entertainment,KS,0,2019-02-25 20:39:11,0 days 00:01:21
Dawn Gray Topeka,2019-02-28 20:01:23,misc_pos,KS,0,2019-02-28 19:59:51,0 days 00:01:32
Dawn Gray Topeka,2019-03-04 15:39:55,shopping_pos,KS,0,2019-03-04 15:39:05,0 days 00:00:50
Dawn Gray Topeka,2019-03-09 13:54:12,personal_care,KS,0,2019-03-09 13:53:16,0 days 00:00:56
Dawn Gray Topeka,2019-03-31 21:36:16,food_dining,KS,0,2019-03-31 21:36:15,0 days 00:00:01
Dawn Gray Topeka,2019-04-21 20:07:14,entertainment,KS,0,2019-04-21 20:06:37,0 days 00:00:37
Dawn Gray Topeka,2019-04-22 20:39:31,kids_pets,KS,0,2019-04-22 20:39:12,0 days 00:00:19
Dawn Gray Topeka,2019-06-16 23:52:41,entertainment,KS,0,2019-06-16 23:51:03,0 days 00:01:38
Dawn Gray Topeka,2019-07-07 20:22:16,kids_pets,KS,0,2019-07-07 20:21:01,0 days 00:01:15
Dawn Gray Topeka,2019-08-17 21:41:03,travel,KS,0,2019-08-17 21:41:02,0 days 00:00:01
Dawn Gray Topeka,2019-08-30 13:32:43,shopping_pos,KS,0,2019-08-30 13:32:01,0 days 00:00:42
Dawn Gray Topeka,2019-09-08 15:20:30,health_fitness,KS,0,2019-09-08 15:19:08,0 days 00:01:22
Dawn Gray Topeka,2019-12-15 13:02:49,entertainment,KS,0,2019-12-15 13:02:28,0 days 00:00:21
Dawn Gray Topeka,2019-12-23 15:50:39,misc_pos,KS,0,2019-12-23 15:50:07,0 days 00:00:32
Dawn Gray Topeka,2019-12-23 23:51:20,kids_pets,KS,0,2019-12-23 23:49:53,0 days 00:01:27
Dawn Gray Topeka,2019-12-29 19:08:01,shopping_pos,KS,0,2019-12-29 19:07:31,0 days 00:00:30
Dawn Gray Topeka,2020-01-02 14:06:01,misc_pos,KS,0,2020-01-02 14:06:00,0 days 00:00:01
Dawn Gray Topeka,2020-02-06 20:31:55,food_dining,KS,0,2020-02-06 20:30:06,0 days 00:01:49
Dawn Gray Topeka,2020-03-23 14:47:50,kids_pets,KS,0,2020-03-23 14:47:33,0 days 00:00:17
Dawn Gray Topeka,2020-03-30 12:11:31,misc_pos,KS,0,2020-03-30 12:11:24,0 days 00:00:07
Dawn Gray Topeka,2020-06-01 22:26:14,health_fitness,KS,0,2020-06-01 22:25:34,0 days 00:00:40
Dawn Gray Topeka,2020-06-01 22:28:09,shopping_pos,KS,0,2020-06-01 22:26:14,0 days 00:01:55
Dawn Stephens Oran,2019-05-20 22:20:04,health_fitness,IA,0,2019-05-20 22:19:52,0 days 00:00:12
Dawn Stephens Oran,2019-06-10 23:44:22,kids_pets,IA,0,2019-06-10 23:43:06,0 days 00:01:16
Dawn Stephens Oran,2019-09-27 20:02:17,kids_pets,IA,0,2019-09-27 20:00:48,0 days 00:01:29
Dawn Stephens Oran,2020-03-23 15:58:37,home,IA,0,2020-03-23 15:57:55,0 days 00:00:42
Dawn Stephens Oran,2020-04-02 01:55:44,gas_transport,IA,0,2020-04-02 01:55:28,0 days 00:00:16
Dawn Tucker Houston,2019-01-07 04:03:12,grocery_pos,TX,0,2019-01-07 04:02:46,0 days 00:00:26
Dawn Tucker Houston,2019-01-21 22:56:19,entertainment,TX,0,2019-01-21 22:55:41,0 days 00:00:38
Dawn Tucker Houston,2019-05-31 23:18:18,entertainment,TX,0,2019-05-31 23:18:17,0 days 00:00:01
Dawn Tucker Houston,2019-06-22 21:30:30,home,TX,0,2019-06-22 21:30:23,0 days 00:00:07
Dawn Tucker Houston,2019-07-01 15:31:01,shopping_pos,TX,0,2019-07-01 15:29:04,0 days 00:01:57
Dawn Tucker Houston,2019-07-04 18:10:57,health_fitness,TX,0,2019-07-04 18:10:49,0 days 00:00:08
Dawn Tucker Houston,2019-07-13 14:02:36,personal_care,TX,0,2019-07-13 14:00:54,0 days 00:01:42
Dawn Tucker Houston,2019-09-23 22:13:49,entertainment,TX,0,2019-09-23 22:12:07,0 days 00:01:42
Dawn Tucker Houston,2019-12-02 21:59:41,health_fitness,TX,0,2019-12-02 21:58:53,0 days 00:00:48
Dawn Tucker Houston,2019-12-15 18:36:57,shopping_pos,TX,0,2019-12-15 18:35:56,0 days 00:01:01
Dawn Tucker Houston,2020-03-18 14:12:18,shopping_pos,TX,0,2020-03-18 14:11:27,0 days 00:00:51
Dawn Tucker Houston,2020-04-06 12:20:35,home,TX,0,2020-04-06 12:19:30,0 days 00:01:05
Dawn Tucker Houston,2020-05-31 19:49:19,home,TX,0,2020-05-31 19:47:56,0 days 00:01:23
Dawn Tucker Houston,2020-06-01 18:25:29,home,TX,0,2020-06-01 18:24:48,0 days 00:00:41
Dawn Tucker Houston,2020-06-08 23:08:42,entertainment,TX,0,2020-06-08 23:07:05,0 days 00:01:37
Dawn Tucker Houston,2020-06-13 16:28:47,kids_pets,TX,0,2020-06-13 16:27:03,0 days 00:01:44
Debbie Hughes Diamond,2019-10-26 16:32:27,shopping_pos,OH,0,2019-10-26 16:30:52,0 days 00:01:35
Debbie Hughes Diamond,2019-11-25 15:14:49,entertainment,OH,0,2019-11-25 15:14:32,0 days 00:00:17
Debbie Hughes Diamond,2019-12-15 14:07:50,home,OH,0,2019-12-15 14:06:02,0 days 00:01:48
Debbie Hughes Diamond,2020-06-15 23:37:58,food_dining,OH,0,2020-06-15 23:36:01,0 days 00:01:57
Debbie Payne Preston,2019-03-24 18:09:13,entertainment,CT,0,2019-03-24 18:08:07,0 days 00:01:06
Debbie Payne Preston,2019-11-11 16:14:59,kids_pets,CT,0,2019-11-11 16:14:48,0 days 00:00:11
Deborah Fisher Kirtland Afb,2019-07-01 16:12:50,shopping_pos,NM,0,2019-07-01 16:12:23,0 days 00:00:27
Deborah Fisher Kirtland Afb,2019-07-14 15:30:23,food_dining,NM,0,2019-07-14 15:30:14,0 days 00:00:09
Deborah Fisher Kirtland Afb,2019-10-21 11:00:08,gas_transport,NM,0,2019-10-21 10:58:32,0 days 00:01:36
Debra Eaton Paradise Valley,2019-09-15 11:09:06,grocery_pos,AZ,0,2019-09-15 11:08:58,0 days 00:00:08
Debra Eaton Paradise Valley,2020-03-02 06:09:20,food_dining,AZ,0,2020-03-02 06:08:38,0 days 00:00:42
Debra Stark Kilgore,2019-06-03 17:35:40,home,TX,0,2019-06-03 17:35:07,0 days 00:00:33
Debra Stark Kilgore,2019-12-09 20:10:24,home,TX,0,2019-12-09 20:09:54,0 days 00:00:30
Debra Stark Kilgore,2020-05-12 14:27:05,home,TX,0,2020-05-12 14:25:22,0 days 00:01:43
Denise Barnett Kirby,2019-03-10 12:20:13,kids_pets,OH,0,2019-03-10 12:20:11,0 days 00:00:02
Denise Barnett Kirby,2019-07-10 14:10:31,personal_care,OH,0,2019-07-10 14:10:14,0 days 00:00:17
Denise Barnett Kirby,2019-08-05 12:01:59,personal_care,OH,0,2019-08-05 12:01:47,0 days 00:00:12
Denise Barnett Kirby,2019-10-21 14:34:18,home,OH,0,2019-10-21 14:32:36,0 days 00:01:42
Denise Barnett Kirby,2019-11-09 20:53:01,food_dining,OH,0,2019-11-09 20:51:32,0 days 00:01:29
Denise Barnett Kirby,2019-11-30 00:20:16,shopping_pos,OH,0,2019-11-30 00:18:31,0 days 00:01:45
Denise Barnett Kirby,2019-12-22 23:50:34,entertainment,OH,1,2019-12-22 23:50:19,0 days 00:00:15
Denise Barnett Kirby,2020-01-19 04:32:50,misc_pos,OH,0,2020-01-19 04:31:04,0 days 00:01:46
Denise Barnett Kirby,2020-03-09 13:58:48,personal_care,OH,0,2020-03-09 13:57:11,0 days 00:01:37
Denise Barnett Kirby,2020-04-20 00:46:11,entertainment,OH,0,2020-04-20 00:45:51,0 days 00:00:20
Derek Bentley Weeping Water,2019-06-10 04:51:48,grocery_pos,NE,0,2019-06-10 04:51:39,0 days 00:00:09
Derek Bentley Weeping Water,2019-12-01 18:20:36,kids_pets,NE,0,2019-12-01 18:20:12,0 days 00:00:24
Derek Bentley Weeping Water,2020-02-20 01:37:28,grocery_pos,NE,1,2020-02-20 01:36:00,0 days 00:01:28
Derek Bentley Weeping Water,2020-02-20 01:39:09,grocery_pos,NE,1,2020-02-20 01:37:28,0 days 00:01:41
Derek Jones Diamond,2020-03-31 14:17:56,shopping_pos,OH,0,2020-03-31 14:15:57,0 days 00:01:59
Derrick Flores Oakland,2019-07-06 14:01:27,health_fitness,TN,0,2019-07-06 13:59:41,0 days 00:01:46
Derrick Flores Oakland,2019-11-04 17:46:44,entertainment,TN,0,2019-11-04 17:46:02,0 days 00:00:42
Derrick Flores Oakland,2020-05-11 18:04:08,shopping_pos,TN,0,2020-05-11 18:02:30,0 days 00:01:38
Derrick George Spring,2019-04-29 17:10:43,food_dining,TX,0,2019-04-29 17:08:45,0 days 00:01:58
